x,y,Class
0.767715,0.887717,3
0.853784,0.753773,3
0.923511,0.677557,3
0.879286,0.521431,3
0.890663,0.342507,4
0.914529,0.302826,4
0.903056,0.202497,4
0.98122,0.0934283,4
0.912322,0.0947021,4
0.932583,0.0876306,4
0.915968,0.0476602,4
0.746607,0.0542195,4
0.563631,0.047648,4
0.551064,0.0606012,2
0.711564,0.0545018,4
0.810417,0.0239109,4
0.770435,0.110187,4
0.814981,0.105766,4
0.877441,0.314811,4
0.764383,0.377846,4
0.650955,0.331899,4
0.666983,0.299464,4
0.904112,0.400338,3
0.893915,0.426537,3
0.836221,0.365621,4
0.744278,0.537803,3
0.824958,0.619755,3
0.80915,0.593791,3
0.699883,0.630102,3
0.628777,0.620051,3
0.704469,0.583457,3
0.679361,0.69073,3
0.598218,0.503821,3
0.675437,0.589649,3
0.765746,0.58196,3
0.698165,0.499813,3
0.782071,0.521954,3
0.821026,0.473954,3
0.842633,0.487851,3
0.910752,0.684168,3
0.926348,0.711609,3
0.903643,0.812036,3
0.945641,0.884898,3
0.902902,0.954123,3
0.884043,0.902377,3
0.988007,0.929947,3
0.921362,0.947352,3
0.93979,0.957718,3
0.807208,0.954975,3
0.758636,0.944988,3
0.806495,0.92833,3
0.731197,0.964024,3
0.559587,0.898216,3
0.351664,0.919506,1
0.340243,1,1
0.195159,0.84961,1
0.13672,0.852273,1
0.0087173,0.795669,1
0.0642925,0.832701,1
0,0.758258,1
0,0.795589,1
0.0654689,0.644792,1
0.0531189,0.743486,1
0.0334422,0.591348,1
0.0240316,0.726602,1
0.0146124,0.674622,1
0.0260846,0.654469,1
0.105258,0.676683,1
0.0748791,0.825397,1
0.171359,0.742452,1
0.156869,0.6517,1
0.21506,0.589155,1
0.294358,0.690196,1
0.342258,0.729464,1
0.338274,0.507949,1
0.300384,0.617283,1
0.47584,0.6644,1
0.496634,0.650994,3
0.512634,0.520452,1
0.577126,0.617543,3
0.620928,0.595361,3
0.652779,0.545006,3
0.700771,0.542399,3
0.798342,0.584371,3
0.773523,0.660695,3
0.054379,0.184793,2
0.0337611,0.0602828,2
0.101617,0.0800866,2
0.166032,0.204287,2
0.251962,0.274458,2
0.317431,0.187787,2
0.279472,0.211409,2
0.215208,0.21098,2
0.365777,0.0557803,2
0.3597,0.102251,2
0.423832,0.101957,2
0.494478,0.0820079,2
0.471157,0.130848,2
0.565945,0.21874,4
0.609261,0.289992,4
0.577939,0.145116,4
0.666199,0.208384,4
0.364036,0.478793,2
0.297374,0.473356,2
0.335664,0.436726,2
0.370693,0.571336,1
0.378342,0.366298,2
0.372422,0.311952,2
0.41872,0.293146,2
0.534126,0.459307,3
0.485448,0.34062,4
0.53508,0.321275,4
0.53918,0.372158,4
0.56508,0.407857,3
0.607608,0.374343,4
0.62669,0.381236,4
0.619126,0.461029,4
0.691888,0.370565,4
0.626673,0.345426,4
0.67438,0.429517,4
0.711835,0.40886,4
0.749114,0.366061,4
0.807874,0.418094,4
0.747123,0.115915,4
0.823403,0.0906447,4
0.898472,0.136464,4
0.890066,0.136529,4
0.888405,0.260945,4
0.913075,0.256479,4
0.926286,0.34747,4
0.996028,0.32412,4
0.996168,0.400568,4
0.912166,0.450241,3
1,0.438296,4
0.922831,0.371582,4
0.963867,0.35294,4
0.975008,0.261067,4
0.949055,0.189167,4
1,0.19149,4
0.917889,0.188712,4
0.989623,0.130975,4
1,0.155604,4
0.980814,0.205718,4
0.997507,0.406199,4
0.933255,0.599132,3
0.856153,0.625343,3
0.936825,0.743298,3
0.767844,0.864938,3
0.672936,0.758429,3
0.653982,0.775436,3
0.637835,0.721324,3
0.570365,0.833528,3
0.579646,0.796953,3
0.595639,0.936874,3
0.530162,0.858159,3
0.544695,0.868751,3
0.475009,0.950475,1
0.344354,1,1
0.302294,0.927094,1
0.349413,0.93682,1
0.29504,0.910616,1
0.306796,0.991401,1
0.252352,0.970668,1
0.242128,1,1
0.424079,0.929859,1
0.477422,0.962874,1
0.573229,1,3
0.548698,0.886941,3
0.440038,0.903993,1
0.497345,0.844586,3
0.501238,0.926087,1
0.431901,0.946194,1
0.509661,0.898734,3
0.469679,0.900568,1
0.431918,0.819244,1
0.136858,0.835799,1
0.15595,0.981214,1
0.115183,0.98372,1
0.0910675,0.998606,1
0,0.892744,1
0.0288859,0.887804,1
0.0602425,0.838497,1
0.0824254,0.869685,1
0.134422,0.882785,1
0.257261,0.882538,1
0.283425,0.755878,1
0.19208,0.780088,1
0.299414,0.743782,1
0.266132,0.77662,1
0.357498,0.824692,1
0.418061,0.786039,1
0.78329,0.920499,3
0.787032,0.874895,3
0.895431,0.758095,3
0.884365,0.637063,3
0.90673,0.60406,3
0.829866,0.613641,3
0.815422,0.734935,3
0.840564,0.668842,3
0.864161,0.665828,3
0.91125,0.667942,3
0.97862,0.696132,3
0.913041,0.682606,3
0.94003,0.7088,3
0.966757,0.623378,3
0.920377,0.598599,3
0.944269,0.514248,3
0.898919,0.566108,3
0.862619,0.570396,3
0.949932,0.543303,3
0.892546,0.434406,3
0.615089,0.287806,4
0.550456,0.231517,4
0.510228,0.172814,2
0.399335,0.177762,2
0.32826,0.120555,2
0.288732,0.0828923,2
0.22692,0.116889,2
0.308495,0.078063,2
0.218969,0.207034,2
0.29504,0.425921,2
0.22019,0.500273,2
0.277728,0.623632,1
0.243974,0.543505,1
0.182372,0.616087,1
0.141315,0.674049,1
0.197417,0.63798,1
0.37207,0.582482,1
0.422241,0.509372,1
0.424879,0.41477,2
0.433874,0.367385,2
0.454433,0.324935,2
0.413532,0.339677,2
0.455183,0.366716,2
0.488674,0.38096,2
0.505003,0.433652,3
0.574841,0.609848,3
0.582605,0.772292,3
0.604861,0.721407,3
0.710281,0.844091,3
0.664624,0.762004,3
0.806294,0.903119,3
0.773287,0.807247,3
0.736377,0.853984,3
0.684263,0.89431,3
0.592598,0.882133,3
0.563722,0.926698,3
0.535769,0.980982,3
0.667168,0.942898,3
0.68603,1,3
0.74642,1,3
0.785958,0.950042,3
0.832919,0.990533,3
0.826241,0.877289,3
0.670988,0.830776,3
0.472705,0.69492,1
0.410261,0.541249,1
0.31315,0.544634,1
0.274306,0.556069,1
0.295032,0.337237,2
0.376338,0.32373,2
0.447602,0.274365,2
0.652994,0.286468,4
0.545538,0.212442,4
0.616108,0.123577,4
0.659516,0.118386,4
0.595432,0.0905735,4
0.658008,0.063738,4
0.440843,0.127756,2
0.402487,0.14585,2
0.312287,0.0351632,2
0.374586,0.00874596,2
0.459709,0.132554,2
0.714201,0.259262,4
0.764375,0.330028,4
0.749179,0.417912,4
0.765427,0.421963,3
0.65199,0.468026,4
0.305168,0.528168,1
0.252276,0.615418,1
0.185417,0.649059,1
0.108049,0.789662,1
0.144634,0.73393,1
0.0833726,0.563271,1
0.0602407,0.456889,2
0.133203,0.35348,2
0.0834248,0.289919,2
0.125099,0.237032,2
0.0267642,0.128861,2
0.0816535,0.156869,2
0.124249,0.0636529,2
0.330301,0.0340596,2
0.559962,0.19027,4
0.5893,0.17046,4
0.798165,0.116751,4
0.858735,0.128472,4
0.896718,0.210273,4
0.840278,0.301902,4
0.894532,0.435168,3
0.870099,0.558943,3
0.8265,0.715328,3
0.697085,0.773798,3
0.56972,0.789529,3
0.514591,0.832559,3
0.568782,0.822447,3
0.298121,0.873227,1
0.325888,0.786171,1
0.352116,0.720455,1
0.264065,0.728459,1
0.262614,0.700221,1
0.172495,0.821425,1
0.235196,0.846875,1
0.21973,0.835269,1
0.17153,0.716234,1
0.17734,0.763586,1
0.170651,0.648803,1
0.247257,0.725811,1
0.259101,0.808316,1
0.231565,0.768148,1
0.279052,0.65989,1
0.188034,0.529966,1
0.115788,0.367867,2
0.122424,0.255933,2
0,0.105138,2
0.0428141,0.121466,2
0.130609,0.0972034,2
0.263754,0.105994,2
0.382704,0.0377168,2
0.463105,0.132275,2
0.81624,0.409693,4
0.803463,0.507368,3
0.724422,0.637468,3
0.565898,0.766835,3
0.204893,0.446975,2
0.168499,0.280172,2
0.311844,0.365009,2
0.333139,0.368044,2
0.302398,0.405873,2
0.292549,0.334662,2
0.279245,0.442625,2
0.432252,0.515164,1
0.371651,0.455959,2
0.343295,0.395398,2
0.223504,0.421518,2
0.212496,0.384386,2
0.263104,0.29547,2
0.301806,0.391155,2
0.275313,0.699784,1
0.340099,0.641801,1
0.420703,0.58667,1
0.542169,0.676539,3
0.586174,0.691923,3
0.615482,0.648009,3
0.560692,0.67424,3
0.566712,0.659363,3
0.525088,0.606984,3
0.660884,0.569985,3
0.637788,0.654476,3
0.503796,0.574383,3
0.562572,0.506127,3
0.633407,0.501495,3
0.538,0.618108,3
0.543343,0.600575,3
0.675304,0.713737,3
0.765552,0.724059,3
0.784777,0.78377,3
0.901566,0.895392,3
0.848452,0.898115,3
0.846982,0.913989,3
0.896861,0.897433,3
0.901045,0.931074,3
0.924548,0.908481,3
0.91541,0.933951,3
0.930254,0.885214,3
0.934487,0.878264,3
0.935624,0.874718,3
0.986275,0.766763,3
0.935925,0.77288,3
0.940726,0.739341,3
0.997896,0.712918,3
0.941387,0.695808,3
0.857049,0.606077,3
0.802255,0.442301,3
0.825443,0.32098,4
0.66594,0.299936,4
0.581901,0.260969,4
0.517418,0.250341,4
0.49316,0.27761,2
0.364744,0.225886,2
0.424043,0.30113,2
0.421786,0.221688,2
0.44222,0.221981,2
0.350412,0.290932,2
0.369803,0.286996,2
0.448178,0.19737,2
0.518895,0.252398,4
0.541319,0.18238,4
0.600387,0.191053,4
0.315477,0.300914,2
0.257757,0.306861,2
0.288833,0.251632,2
0.225291,0.329062,2
0.223769,0.378433,2
0.15686,0.323106,2
0.0965944,0.339742,2
0.0782927,0.285181,2
0.0570587,0.544759,1
0.0306329,0.505613,2
0.0321409,0.582826,1
0.0605173,0.515785,2
0.0385037,0.36211,2
0.0162493,0.325604,2
0,0.325517,2
0,0.342904,2
0.0477138,0.395956,2
0.0359787,0.398765,2
0.00843585,0.424169,2
0.119026,0.535489,1
0.172888,0.524544,1
0.109375,0.553701,1
0.121418,0.435598,2
0.117332,0.472733,2
0.208896,0.466667,2
0.146299,0.504714,2
0.107214,0.503489,2
0.133108,0.509083,2
0.0511728,0.737051,1
0,0.855227,1
0.0407813,0.862835,1
0.0491497,0.862464,1
0.0119894,0.933819,1
0.0394722,0.973882,1
0.0231642,0.902567,1
0.0129963,1,1
0.314065,0.84424,1
0.35278,0.763525,1
0.400976,0.695758,1
0.386981,0.667968,1
0.43796,0.639687,1
0.385286,0.59524,1
0.339725,0.576562,1
0.522143,0.524269,1
0.532082,0.526047,3
0.498834,0.485543,3
0.599378,0.396587,4
0.620737,0.30432,4
0.616457,0.260164,4
0.660522,0.231376,4
0.701294,0.240362,4
0.763452,0.232568,4
0.797757,0.250003,4
0.836771,0.13563,4
0.795404,0.168952,4
0.871653,0.133698,4
0.835858,0.134239,4
0.718096,0.146416,4
0.655136,0.0896968,4
0.704941,0.157563,4
0.670737,0.131109,4
0.727771,0.12037,4
0.723853,0.106097,4
0.771983,0.116753,4
0.797525,0.156597,4
0.718784,0.339674,4
0.927375,0.413911,4
0.906946,0.579834,3
0.937918,0.585212,3
0.882835,0.619332,3
0.922169,0.550938,3
0.976643,0.49415,3
0.92944,0.345444,4
1,0.222273,4
0.872156,0.124954,4
0.903006,0.0577784,4
0.83791,0.0170118,4
0.756242,0.0158423,4
0.664663,0.0598552,4
0.644147,0.0301803,4
0.569481,0.0205699,4
0.550119,0.0173664,2
0.524379,0,2
0.484178,0.0618733,2
0.392866,0.113435,2
