x0,x1,label
0.142085,0.574308,2
0.090669,0.668679,2
0.098582,0.586303,2
0.127749,0.685830,2
0.092408,0.610587,2
0.344006,0.380960,3
0.403716,0.422676,3
0.349380,0.455075,3
0.311121,0.410948,3
0.150523,0.419194,3
0.201604,0.405044,3
0.158854,0.391760,3
0.178141,0.355931,3
0.143374,0.384955,3
0.138064,0.391863,3
0.197234,0.344480,3
0.104534,0.357492,3
0.114294,0.295687,3
0.174711,0.339708,3
0.079326,0.223106,3
0.098070,0.217327,3
0.060789,0.218914,3
0.185118,0.105601,3
0.206867,0.127865,3
0.242809,0.097124,3
0.198217,0.084720,3
0.241470,0.078593,3
0.301867,0.108708,3
0.333457,0.149785,3
0.355592,0.124141,3
0.314254,0.157402,3
0.333977,0.156504,3
0.361071,0.239366,3
0.297583,0.268580,3
0.314125,0.243729,3
0.298266,0.251938,3
0.328477,0.297289,3
0.248135,0.293932,3
0.207086,0.248166,3
0.141458,0.256740,3
0.094710,0.205594,3
0.157743,0.155101,3
0.168396,0.151007,3
0.218828,0.129536,3
0.214329,0.113209,3
0.359156,0.180311,3
0.384890,0.136672,3
0.380400,0.169496,3
0.352406,0.181672,3
0.366358,0.274346,3
0.375820,0.296691,3
0.281718,0.335509,3
0.292148,0.288363,3
0.236519,0.401170,3
0.255569,0.415953,3
0.188339,0.362747,3
0.130853,0.413437,3
0.138277,0.371053,3
0.108445,0.353019,3
0.070626,0.303652,3
0.064209,0.259115,3
0.100846,0.154217,3
0.098934,0.154446,3
0.135399,0.059028,3
0.112392,0.069967,3
0.199839,0.079153,3
0.259562,0.083922,3
0.305245,0.060545,3
0.267516,0.126460,3
0.325726,0.071018,3
0.419143,0.102221,3
0.279599,0.217385,3
0.297315,0.167808,3
0.361043,0.261712,3
0.281605,0.255842,3
0.180834,0.285570,3
0.169788,0.273883,3
0.125290,0.292829,3
0.190012,0.213781,3
0.203007,0.115462,3
0.259482,0.142549,3
0.271144,0.162060,3
0.258559,0.163572,3
0.239516,0.172239,3
0.181577,0.157742,3
0.276528,0.148418,3
0.317213,0.168703,3
0.195890,0.180835,3
0.176815,0.212129,3
0.228808,0.171485,3
0.154509,0.155051,3
0.102664,0.193585,3
0.125127,0.163649,3
0.172157,0.150365,3
0.185455,0.123331,3
0.139303,0.104686,3
0.030831,0.146042,3
0.055138,0.271138,3
0.065806,0.348130,3
0.207584,0.372724,3
0.283461,0.362581,3
0.210953,0.354782,3
0.190744,0.344748,3
0.263054,0.345491,3
0.262113,0.287541,3
0.331822,0.210983,3
0.240199,0.146418,3
0.213991,0.127442,3
0.073171,0.188323,3
0.062151,0.177907,3
0.075457,0.189798,3
0.116781,0.173911,3
0.150490,0.319460,3
0.242906,0.211114,3
0.214177,0.223874,3
0.167900,0.250618,3
0.231340,0.267906,3
0.200799,0.212025,3
0.229123,0.154330,3
0.192695,0.242562,3
0.271962,0.197990,3
0.171982,0.325297,3
0.153431,0.276875,3
0.291749,0.202024,3
0.177967,0.208622,3
0.133145,0.199541,3
0.186587,0.139367,3
0.132845,0.183530,3
0.145174,0.182079,3
0.055515,0.138771,3
0.107195,0.189308,3
0.073789,0.186686,3
0.115417,0.163455,3
0.109626,0.080117,3
0.119418,0.109848,3
0.057630,0.127628,3
0.181447,0.093081,3
0.164477,0.053782,3
0.258639,0.070322,3
0.171132,0.112832,3
0.278440,0.134206,3
0.268857,0.056769,3
0.278244,0.039379,3
0.268737,0.103243,3
0.323658,0.162401,3
0.352409,0.158625,3
0.302726,0.146080,3
0.344316,0.174569,3
0.345412,0.259414,3
0.360659,0.178778,3
0.364505,0.274685,3
0.310729,0.208849,3
0.304759,0.222540,3
0.310919,0.275688,3
0.225372,0.359604,3
0.342482,0.315722,3
0.363518,0.253876,3
0.294499,0.260408,3
0.270545,0.287217,3
0.305084,0.282602,3
0.263104,0.189237,3
0.239688,0.316008,3
0.224365,0.292227,3
0.183135,0.305378,3
0.269042,0.227127,3
0.215856,0.291630,3
0.147629,0.271003,3
0.192666,0.231948,3
0.199612,0.256640,3
0.175917,0.314706,3
0.102077,0.225382,3
0.132896,0.218716,3
0.194751,0.220995,3
0.181530,0.230866,3
0.153656,0.244533,3
0.167186,0.324680,3
0.108717,0.276588,3
0.116181,0.289031,3
0.060588,0.225669,3
0.154941,0.194299,3
0.116723,0.259107,3
0.101491,0.259832,3
0.100497,0.247707,3
0.186871,0.356463,3
0.097031,0.323576,3
0.178171,0.359401,3
0.197296,0.251995,3
0.279359,0.313440,3
0.291934,0.261708,3
0.287040,0.336503,3
0.384059,0.231790,3
0.333679,0.226237,3
0.418122,0.158658,3
0.350900,0.122754,3
0.294216,0.080371,3
0.308555,0.172992,3
0.314469,0.109273,3
0.339541,0.157704,3
0.325195,0.045485,3
0.160171,0.069782,3
0.197028,0.059488,3
0.156393,0.033023,3
0.106119,0.092035,3
0.121038,0.149575,3
0.079696,0.037591,3
0.112394,0.131854,3
0.187794,0.146415,3
0.133067,0.166940,3
0.189020,0.191499,3
0.184487,0.189362,3
0.184123,0.256742,3
0.192161,0.335560,3
0.261003,0.317388,3
0.237268,0.254176,3
0.264614,0.365445,3
0.268438,0.279937,3
0.272548,0.240897,3
0.251935,0.324223,3
0.239975,0.343629,3
0.236444,0.360407,3
0.351644,0.264764,3
0.322023,0.310660,3
0.292074,0.298995,3
0.273644,0.303283,3
0.347768,0.314280,3
0.309029,0.299124,3
0.337125,0.368014,3
0.393493,0.320288,3
0.381882,0.284323,3
0.366219,0.282977,3
0.395988,0.405233,3
0.395082,0.315860,3
0.365299,0.302791,3
0.316704,0.342282,3
0.317924,0.378813,3
0.343582,0.345217,3
0.262674,0.252551,3
0.221678,0.304696,3
0.203244,0.363550,3
0.155160,0.319552,3
0.132611,0.234872,3
0.151377,0.256500,3
0.068799,0.258293,3
0.134995,0.292356,3
0.713161,0.883406,0
0.729326,0.932011,0
0.634954,0.888896,0
0.690563,0.896687,0
0.592503,0.891660,0
0.745981,0.784923,0
0.610156,0.763312,0
0.563937,0.763208,0
0.526169,0.789339,0
0.615189,0.745467,0
0.618532,0.649626,0
0.630031,0.690764,0
0.632626,0.649469,0
0.612864,0.633411,0
0.669348,0.636825,0
0.640618,0.526472,0
0.692774,0.610587,0
0.752030,0.590351,0
0.755951,0.728371,0
0.718980,0.710319,0
0.862584,0.721615,0
0.782511,0.762489,0
0.797367,0.802401,0
0.851654,0.799574,0
0.768715,0.781263,0
0.722647,0.814381,0
0.734288,0.861952,0
0.712666,0.753207,0
0.642579,0.778350,0
0.614280,0.732975,0
0.663897,0.736712,0
0.590807,0.677289,0
0.653046,0.607496,0
0.787175,0.602618,0
0.772323,0.592627,0
0.749362,0.740897,0
0.811181,0.815905,0
0.816234,0.861912,0
0.846856,0.842097,0
0.750129,0.803542,0
0.675547,0.925989,0
0.650717,0.834599,0
0.585045,0.827794,0
0.607637,0.773474,0
0.538119,0.746913,0
0.540544,0.728873,0
0.623437,0.666995,0
0.567182,0.630752,0
0.626690,0.638566,0
0.553290,0.622236,0
0.593046,0.682845,0
0.574369,0.616224,0
0.560113,0.602483,0
0.570813,0.549733,0
0.593559,0.623029,0
0.527672,0.645632,0
0.508737,0.693680,0
0.525854,0.705126,0
0.537710,0.780558,0
0.499581,0.775997,0
0.631802,0.833448,0
0.534011,0.821716,0
0.563469,0.843545,0
0.657710,0.928259,0
0.710161,0.837069,0
0.666779,0.815246,0
0.772709,0.785987,0
0.805635,0.671487,0
0.744519,0.698006,0
0.721578,0.696267,0
0.658330,0.727447,0
0.726583,0.643440,0
0.730068,0.627415,0
0.712965,0.674528,0
0.687453,0.630808,0
0.659626,0.649247,0
0.648036,0.610794,0
0.712913,0.655796,0
0.713150,0.533395,0
0.709394,0.603617,0
0.831149,0.554607,0
0.804022,0.477967,0
0.916442,0.575702,0
0.883199,0.740377,0
0.857949,0.731566,0
0.826868,0.823744,0
0.855994,0.790760,0
0.866615,0.753285,0
0.889516,0.839911,0
0.739604,0.899918,0
0.802405,0.871571,0
0.733671,0.909786,0
0.625133,0.854533,0
0.622806,0.778018,0
0.601479,0.551859,0
0.674359,0.645864,0
0.774551,0.629059,0
0.818012,0.668811,0
0.885283,0.767200,0
0.822657,0.612104,0
0.803347,0.703342,0
0.766346,0.669611,0
0.767316,0.709186,0
0.708002,0.653459,0
0.689857,0.719631,0
0.715364,0.672813,0
0.684183,0.743029,0
0.685813,0.800962,0
0.642542,0.782210,0
0.731160,0.797055,0
0.655532,0.760229,0
0.738880,0.815979,0
0.759369,0.876696,0
0.815756,0.850751,0
0.761309,0.813630,0
0.847929,0.839114,0
0.852233,0.919175,0
0.831474,0.901186,0
0.728804,0.889405,0
0.712362,0.854528,0
0.735364,0.807976,0
0.753740,0.892152,0
0.496423,0.856568,0
0.551272,0.685917,0
0.491824,0.678956,0
0.542927,0.595795,0
0.582528,0.571929,0
0.653021,0.549106,0
0.741054,0.669655,0
0.680523,0.558623,0
0.759048,0.543247,0
0.634271,0.588657,0
0.538907,0.572106,0
0.619405,0.662280,0
0.620384,0.800933,0
0.589068,0.773722,0
0.696792,0.754512,0
0.592169,0.812217,0
0.569516,0.740776,0
0.540175,0.714303,0
0.706075,0.698063,0
0.596282,0.714434,0
0.633144,0.675912,0
0.615461,0.663396,0
0.601027,0.759363,0
0.617327,0.644782,0
0.678856,0.737493,0
0.576808,0.764717,0
0.682725,0.795796,0
0.645890,0.759194,0
0.703073,0.730539,0
0.682268,0.836659,0
0.837706,0.771366,0
0.773012,0.812084,0
0.783380,0.622204,0
0.870349,0.607521,0
0.774238,0.648316,0
0.719849,0.630378,0
0.732463,0.637851,0
0.790578,0.634182,0
0.878482,0.680236,0
0.820508,0.676165,0
0.840232,0.705267,0
0.835911,0.731003,0
0.817443,0.741543,0
0.830700,0.697579,0
0.829556,0.709188,0
0.898696,0.804454,0
0.905572,0.786577,0
0.922697,0.774937,0
0.859925,0.839726,0
0.873989,0.884425,0
0.824379,0.897375,0
0.791610,0.876325,0
0.806187,0.847891,0
0.695267,0.922665,0
0.764546,0.957566,0
0.812248,0.976336,0
0.853662,0.390020,1
0.751532,0.369333,1
0.741303,0.267033,1
0.734829,0.260981,1
0.626570,0.283657,1
0.667815,0.313220,1
0.688035,0.189532,1
0.732289,0.230354,1
0.783422,0.148702,1
0.785443,0.104106,1
0.797555,0.177877,1
0.806811,0.230038,1
0.813391,0.206522,1
0.777199,0.154697,1
0.777879,0.230777,1
0.714725,0.257211,1
0.610105,0.275707,1
0.586342,0.255853,1
0.642483,0.248727,1
0.556407,0.175255,1
0.600020,0.186974,1
0.613209,0.157073,1
0.637654,0.090904,1
0.692991,0.105546,1
0.695164,0.055627,1
0.666562,0.106042,1
0.583808,0.124063,1
0.591212,0.242068,1
0.637722,0.311371,1
0.701981,0.354383,1
0.650916,0.374059,1
0.745586,0.424985,1
0.646549,0.428910,1
0.660274,0.396838,1
0.629521,0.341600,1
0.835889,0.342737,1
0.846140,0.233412,1
0.784430,0.259785,1
0.785705,0.250237,1
0.796646,0.142440,1
0.757897,0.062789,1
0.639363,0.092781,1
0.610723,0.183314,1
0.576026,0.185575,1
0.587902,0.271112,1
0.556563,0.257654,1
0.597034,0.364576,1
0.650671,0.318087,1
0.646740,0.291488,1
0.709068,0.317431,1
0.726136,0.324134,1
0.680035,0.293880,1
0.819827,0.316398,1
0.818753,0.278456,1
0.864027,0.276597,1
0.924954,0.265062,1
0.861723,0.231852,1
0.848070,0.134966,1
0.879606,0.170155,1
0.820589,0.178835,1
0.845863,0.110740,1
0.915964,0.082303,1
0.924887,0.074400,1
0.909579,0.072549,1
0.900327,0.102715,1
0.899155,0.128702,1
0.918753,0.123281,1
0.895762,0.192699,1
0.914958,0.339192,1
0.935452,0.249196,1
0.815537,0.171027,1
0.822713,0.176791,1
0.789849,0.182654,1
0.773839,0.208239,1
0.709443,0.165837,1
0.650633,0.173742,1
0.708182,0.149193,1
0.700591,0.231767,1
0.699737,0.203787,1
0.643094,0.184323,1
0.691414,0.112753,1
0.747278,0.091954,1
0.707347,0.132810,1
0.774104,0.251522,1
0.791354,0.109350,1
0.796300,0.161216,1
0.712688,0.145614,1
0.708394,0.204503,1
0.777718,0.145202,1
0.752804,0.145441,1
0.728951,0.212377,1
0.673984,0.138804,1
0.669163,0.179552,1
0.650183,0.098815,1
0.619165,0.107510,1
0.655167,0.077769,1
0.562282,0.183986,1
0.538950,0.180143,1
0.586009,0.204046,1
0.607376,0.270663,1
0.614436,0.315707,1
0.728774,0.261020,1
0.718132,0.311744,1
0.646238,0.300144,1
0.813338,0.351238,1
0.711319,0.352885,1
0.709842,0.331520,1
0.732364,0.241019,1
0.647776,0.243846,1
0.688040,0.207349,1
0.617599,0.175208,1
0.573660,0.102788,1
0.629108,0.174607,1
0.678185,0.114135,1
0.611328,0.087029,1
0.806249,0.020399,1
0.774907,0.069111,1
0.817374,0.112226,1
0.753009,0.109640,1
0.856367,0.081643,1
0.843310,0.104494,1
0.855093,0.124144,1
0.876352,0.226805,1
0.972268,0.249155,1
0.931734,0.290774,1
0.810295,0.288317,1
0.753630,0.323054,1
0.837882,0.328921,1
0.813558,0.274669,1
0.697329,0.289538,1
0.820714,0.266186,1
0.784219,0.286555,1
0.789102,0.339288,1
0.828292,0.238649,1
0.744170,0.350299,1
0.759421,0.264343,1
0.682474,0.185163,1
0.738639,0.235068,1
0.704662,0.231415,1
0.733073,0.201002,1
0.684546,0.242678,1
0.739748,0.269963,1
0.682714,0.237990,1
0.740454,0.296507,1
0.603877,0.215671,1
0.624726,0.250116,1
0.674083,0.207224,1
0.592926,0.187536,1
0.735379,0.214165,1
0.886666,0.247442,1
0.918552,0.203564,1
0.891770,0.165087,1
0.974014,0.195322,1
0.882069,0.130279,1
0.955522,0.154303,1
0.930890,0.220444,1
0.942192,0.235268,1
0.958346,0.354115,1
0.859808,0.230820,1
0.868540,0.156293,1
0.869793,0.055661,1
0.876043,0.058908,1
0.795028,0.077322,1
0.725141,0.118258,1
0.744913,0.027180,1
0.668671,0.085846,1
0.722200,0.162726,1
0.825522,0.213961,1
0.857641,0.230202,1
0.832430,0.233318,1
0.818566,0.304572,1
0.789723,0.379913,1
0.836030,0.274762,1
0.682400,0.333658,1
0.634532,0.325370,1
0.581963,0.319685,1
0.600462,0.194809,1
0.531518,0.163864,1
0.620112,0.173455,1
0.578068,0.141241,1
0.559316,0.163833,1
0.532050,0.180071,1
0.550468,0.260803,1
0.573955,0.298720,1
0.580009,0.286560,1
0.559957,0.261952,1
0.534818,0.185676,1
0.476728,0.179733,1
0.528622,0.167287,1
0.543718,0.083933,1
0.531248,0.015579,1
0.477100,0.111280,1
0.514887,0.189156,1
0.564786,0.216802,1
0.517537,0.242373,1
0.572810,0.256291,1
0.501582,0.344515,1
0.558783,0.352570,1
0.541995,0.207451,1
0.519198,0.220762,1
0.529725,0.062050,1
